country,year,transport.emissions,gdp,pop
Switzerland,1994,14276.29108,471324743945.934,6993795.0
Switzerland,1995,13994.6889,473591186505.167,7040687.0
Switzerland,1996,14057.11256,475823127148.128,7071850.0
Switzerland,1997,14543.54726,486583035615.464,7088906.0
Switzerland,1998,14689.048,501326351582.974,7110001.0
Switzerland,1999,14555.64892,509661911268.691,7143991.0
Switzerland,2000,16176.50662,529837997852.025,7184250.0
Switzerland,2001,15913.6978,538186453673.233,7229854.0
Switzerland,2002,15824.22322,537792409245.141,7284753.0
Switzerland,2003,16012.80923,537618172697.61,7339001.0
Switzerland,2004,16166.1291,552143052382.242,7389625.0
Switzerland,2005,16288.975919,567325324289.261,7437115.0
Switzerland,2006,16406.219898,590436050103.238,7483934.0
Switzerland,2007,16670.712746,613559744788.948,7551117.0
Switzerland,2008,17069.936978,630788401993.241,7647675.0
Switzerland,2009,16904.677372,616296829272.353,7743831.0
Switzerland,2010,16819.161148,636285784211.754,7824909.0
Switzerland,2011,16642.33423,647822333890.064,7912398.0
Switzerland,2012,16748.030212,655461803595.119,7996861.0
Switzerland,2013,16697.161646,667208623354.645,8089346.0
Switzerland,2014,16565.870939,682887233860.616,8188649.0
Switzerland,2015,15849.392954,694118186379.628,8282396.0
Switzerland,2016,15698.266111443,708477337578.722,8373338.0
Switzerland,2017,15445.691821241,718132463597.499,8451840.0
Switzerland,2018,15454.619362692,738674253452.249,8514329.0
Switzerland,2019,15392.797823833,747109782866.389,8575280.0
Switzerland,2020,12844.464883433,729361717205.744,8638167.0
Switzerland,2021,12903.577606412,760153301723.961,8703405.0
United Kingdom,1970,59299.1451,1099494179036.87,55663250.0
United Kingdom,1971,61998.66756,1138028343295.67,55896223.0
United Kingdom,1972,65064.32244,1187210145074.44,56086065.0
United Kingdom,1973,69474.19068,1264661936633.32,56194527.0
United Kingdom,1974,67681.46268,1233242624053.89,56229974.0
United Kingdom,1975,66258.50724,1215068950286.53,56225800.0
United Kingdom,1976,69125.80284,1250430691746.86,56211968.0
United Kingdom,1977,70888.61646,1281163158240.77,56193492.0
United Kingdom,1978,74492.0991,1335026594984.01,56196504.0
United Kingdom,1979,76094.19162,1385076962841.54,56246951.0
United Kingdom,1980,76856.02164,1356940956112.01,56314216.0
United Kingdom,1981,74591.23194,1346251737065.8,56333829.0
United Kingdom,1982,76778.77086,1373107994676.35,56313641.0
United Kingdom,1983,79178.27598,1431078641822.13,56332848.0
United Kingdom,1984,82996.3575,1463551322001.21,56422072.0
United Kingdom,1985,84644.05356,1524250868906.43,56550268.0
United Kingdom,1986,90296.61156,1572269961561.86,56681396.0
United Kingdom,1987,94377.20634,1657058366319.62,56802050.0
United Kingdom,1988,100468.755,1752047807086.21,56928327.0
United Kingdom,1989,104888.14668,1797208638459.24,57076711.0
United Kingdom,1990,107756.89272,1810395755745.72,57247586.0
United Kingdom,1991,107002.15524,1790424889823.09,57424897.0
United Kingdom,1992,108454.90392,1797605961499.99,57580402.0
United Kingdom,1993,109734.81516,1842363311360.28,57718614.0
United Kingdom,1994,110421.1395,1913220774275.94,57865745.0
United Kingdom,1995,109418.26122,1961657209971.38,58019030.0
United Kingdom,1996,113674.9437,1999081845521.52,58166950.0
United Kingdom,1997,115130.74376,2086373375047.13,58316954.0
United Kingdom,1998,114431.83438,2152246177454.06,58487141.0
United Kingdom,1999,117879.47648,2217116394065.01,58682466.0
United Kingdom,2000,116066.64226,2307855285267.75,58892514.0
United Kingdom,2001,115808.78528,2357645605496.07,59119673.0
United Kingdom,2002,117127.00436,2399393975746.24,59370479.0
United Kingdom,2003,116946.59792,2474328328787.79,59647577.0
United Kingdom,2004,118178.10724,2532350622459.43,59987905.0
United Kingdom,2005,118760.83536,2599922287719.73,60401206.0
United Kingdom,2006,119202.15636,2656091147154.86,60846820.0
United Kingdom,2007,120470.03714,2724178993507.05,61322463.0
United Kingdom,2008,115482.76226,2719974378108.14,61806995.0
United Kingdom,2009,111401.32706,2597290325456.68,62276270.0
United Kingdom,2010,110289.0256,2660406373660.76,62766365.0
United Kingdom,2011,108914.53886,2688809162463.69,63258810.0
United Kingdom,2012,108602.05008,2727755400457.14,63700215.0
United Kingdom,2013,107826.41236,2777396821941.01,64128273.0
United Kingdom,2014,109417.1335,2866265260991.21,64602298.0
United Kingdom,2015,111752.39656,2934857946213.47,65116219.0
United Kingdom,2016,114454.78728966,2998403672734.88,65611593.0
United Kingdom,2017,114792.19102473,3071671779449.63,66058859.0
United Kingdom,2018,113296.30313641,3124044429026.19,66460344.0
United Kingdom,2019,111032.9234496,3174163743964.48,66836327.0
United Kingdom,2020,85276.81806076,2824026234231.55,67081000.0
United Kingdom,2021,90455.575627483,3036531677286.59,67326569.0
