Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.7626817839827,17.0282272161421,18.5432091346667,20.596506889869,23.3022092360898,26.6002509413765,29.8957167441424,32.9907008262913,34.6549510743488,37.4903913552656,39.6152375006352,41.2595348590323,42.8529156724735,44.2215060942912,46.3227988237262,48.8395743644375,50.7384600247615,53.8037643560032,56.3880307102261,59.3602338523922,67.431923792903,69.2128084001522,70.7610348030968,72.1519701076461,73.8129027012251,75.8378902956244,78.6137881927256,78.8468035345192,83.0948122571577,85.3460735714382,87.0696333564151,89.7568025341907,93.4711261379724,97.8968345194513,98.1544197623911,100,101.616249000114,103.322161467913,102.353274515749,100.983519043754,100.221866891147,99.6458591514633,100.67916312812,101.68988853195,103.035265004909,101.789542494417,104.712067722737
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.7418498088803,33.6965161829186,37.8604831634641,45.8145174463177,51.4689299077198,56.0090663962654,61.5568170307906,66.6731162790698,73.2123913122443,75.4393631034776,76.8290570552471,80.5854485849962,82.7808777661872,83.851004907602,87.2461700967775,87.3290053357964,87.9002290063603,91.012232722385,92.8411974747606,95.243761183432,93.8862385286586,93.8669242910919,95.2288592739161,96.5284520282035,99.0174732187288,100,101.141450601203,102.463313041463,105.094134396687,109.181196357873,113.896080241329,117.690756258482
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Denmark,DNK,..,..,..,..,..,..,11.1249250136924,11.6204537305194,12.2749864176919,13.1541089095295,14.3421018031094,15.4099841596653,16.8895198048992,18.6832376114292,21.1618386723374,23.988173277554,26.2382851577393,28.5671622810924,31.1252760596693,33.3253801832889,36.261529332598,40.1393219073147,44.2112699453997,47.4766438363362,50.3059625176748,52.4645682103242,53.6794303783028,56.2317202154206,58.4498248562651,61.3520253285058,62.9486794056154,64.6227697871535,65.6928653966205,66.0738300188389,67.1082173862805,67.9688068772911,69.3378234553065,70.7342314519883,71.6057782339504,72.8121592498108,75.0096114947515,76.8986642214462,78.703973761785,79.8702327059957,81.5440996039792,83.9141169255452,85.6563246788875,87.7397268340785,91.3674951508409,91.8508495333326,94.8121878576405,95.4176997019678,97.6840452830364,98.5516465299522,99.5688065278568,100,100.254595166531,101.442272869261,102.200915843683,103.272793166615,105.965756290914,108.897413586747
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.9637043680685,37.9427636992022,41.7076241193452,44.5831582208243,47.4636838945051,49.2125813156702,52.5592696387272,55.1124218500112,57.2555311524255,59.9410843033582,63.491844041816,69.1925097102798,77.7435886545874,83.0321144877441,82.7093838181761,84.2166401800204,88.8264373928368,92.4436059228937,96.1702387775993,98.9741910723403,100,102.187309907464,105.856207331938,110.977297139996,114.536403899169,113.927632075355,120.759765169707
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Finland,FIN,6.16387220784772,6.49313257876118,6.75116609549663,7.09862229216911,7.60800298672698,7.99017503538093,8.36761840951771,8.98364786318358,10.0674141656787,10.4852446633541,11.2821251128114,12.1129523629144,13.1115528259655,14.9172810589302,18.2097334305717,20.6804282507436,23.3946686442108,25.5981339446778,27.5062673095366,29.790657786424,32.6611611951596,36.4608974665964,39.7612633534603,43.0178820773839,46.6496217244479,49.083140916522,51.4146765516336,53.6173245179936,57.7368230938262,61.5071181003122,64.7026604068858,65.6808132723631,66.2638925796821,67.4340474748031,68.6784827753224,71.5637435733581,71.5077263620953,72.9953886693017,75.256740211389,75.9543971991981,77.1984021907639,79.7485594552122,80.5015966299993,80.6544882458928,81.1405615921659,81.8943097112339,82.6483297959808,84.9238703116914,87.5032093293515,89.0554333285967,89.3430206329985,91.6869645751331,94.4137095410741,96.829090288704,98.4089763225236,100,100.087425458293,100.907404599895,102.927405630847,104.467770034843,106.015044291141,108.716637905308
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,France,FRA,9.97248009222368,10.2987573862528,10.803014786208,11.399991283476,11.8552962594804,12.2111784383227,12.5740789157873,12.9565029079489,13.5264949828944,14.5269123407896,15.3149594489912,16.2186016504722,17.3222731640708,18.6837311945909,20.8944695190321,23.7681695411115,26.3230597083695,28.6329496651658,31.2898272080718,34.5158997833428,38.549751373303,43.0569776877447,48.2646179457369,52.9223200624379,56.6626203552048,59.7528628613924,62.7734726355403,64.3151018583531,66.36894117908,68.5493251917892,70.3707924035194,72.1631961812488,73.5826864859834,74.7773035741517,75.4689409053733,76.3177573774479,77.3542121012102,78.0335380604697,78.7750616594696,78.935614022277,80.1617132210675,81.7716283112791,83.4621960041358,85.0140655724725,86.3935679351147,88.066442374406,89.9645625294249,92.2646298358364,94.4486017526563,94.5115304721682,95.5225179283584,96.4280334046036,97.5483584343082,98.3073827294079,98.8745615046704,100,100.5225593434,101.046862157429,102.049473947308,103.354270506569,106.232249257605,107.648663411313
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,32.0371433383352,34.478801844904,36.0413318742435,38.3117605199799,41.0990523178517,43.427980890696,44.8637944183705,46.2548942582224,47.8950196780757,49.9440359870822,52.6665799771419,54.8655354527835,57.3789577456908,58.9901236134213,60.1635234992164,61.4418333500652,63.2848076318151,64.0946402501977,65.1781353242207,67.0546573969892,69.3322650253214,71.4712207009572,75.2636242134637,78.1866104318834,79.790693208834,81.3716058806098,81.8616903841307,82.0850224369425,82.6501494160284,82.9337511232256,82.5278824635228,83.6048671290675,84.7570473931756,85.8769028684494,86.8349420472366,87.1868035990211,87.5331803392743,89.0827567780037,89.8928133864109,91.5485415991253,92.1392821568798,93.1246968026293,94.5182974955142,96.3702811555776,98.1800570725683,100,101.327752222695,102.851457139699,104.916192367562,107.145015879936,109.085208779815,112.420598884623
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Greece,GRC,1.01031869809528,1.02139510164082,1.06930037868193,1.0811756406586,1.11799737800757,1.16359121329215,1.2208563993393,1.24734657577472,1.26577203354975,1.30603927453854,1.36022186602633,1.40068879374353,1.47137700994823,1.77904727327652,2.18432192793817,2.47090539356382,2.8769851807589,3.2726979367066,3.72393891090529,4.47433905152652,5.33517730654313,6.48821746589489,8.25383969230418,9.95513873800204,12.137150835003,14.4463596566231,17.1741212055289,19.7936347066563,23.095187382396,26.4437522409089,31.9151231318985,38.2304054906692,43.888052045753,50.2205484250271,55.8361539495365,61.3035385423146,65.9844928187814,70.3087078817276,73.8969606533137,76.5740506956743,77.7936230150547,80.4967587344807,83.1924108355303,86.0655223158729,88.7014187225945,90.6886136755359,93.8582192751928,97.0706735601879,101.287989459168,103.89085870658,103.706921809117,104.701489836312,104.413411640726,102.277505616768,100.294595750523,100,99.4214192484161,99.7051742020813,99.5404173418504,99.7635366875235,98.9047131432426,100.182759004702
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,12.7616329151951,14.2225519969292,15.0332365320565,16.1852624077478,18.702654926422,21.7747257075197,24.6476809968432,26.3686085188318,28.814888411101,30.9767160977084,34.5573923675974,39.7157071758748,44.8854489666237,49.2470265617945,53.615646427806,57.5958913486574,59.9743638636383,62.7456161540953,66.7301123911011,70.300079305054,73.8801705732814,76.2630093263843,77.4417900101772,78.2487462044087,78.6152432376269,80.2314722395789,81.0178218556938,81.4202403542513,82.2168777516978,83.0887518281183,84.8420019426096,87.7285447470603,90.450834890115,96.3599680945902,95.8411235461927,92.7462439489327,94.8222602414219,94.7772051198712,92.8690137765143,98.0126898784489,100,102.884045659297,106.428742413788,107.564733575861,108.629918685899,117.477152678796,121.633238778575,125.606388088377,127.925986820297,129.455997510761,129.985660211609,..
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.8098586289205,14.3500623377634,17.4035339070691,20.7956672378989,26.3549290701968,32.1346390031849,38.6453734853463,43.9657743868524,47.5359114776378,52.0915064825211,57.8458280790299,62.5264266310074,65.9237663242642,69.2799918925242,71.0999987192856,73.6999027310827,77.7118875447595,81.4468286213531,84.8668335302888,87.016145880674,88.6944443011348,91.2601631965364,93.8341852025997,97.299224645347,100,101.320471994833,105.403388172955,110.512057743842,115.785424796538,123.201373377871,130.966415159857
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,7.18172965205005,7.93862601726191,9.00122047853867,10.3759394592988,11.0075868122243,13.2237821627148,16.0038079342953,18.1272889871067,20.0354482261697,22.7755082279428,26.1246000727709,30.6813963793848,35.3394932792045,39.1239575434398,41.6197804349749,43.7783197791284,46.6456670178009,47.6706632298201,49.2182012604066,51.935915270724,51.5572068879415,52.4859556556336,53.9619771892617,56.7549154288117,57.7166449893487,59.4677658016445,60.8309175875018,63.2211222429321,67.3638634529295,70.3118364140273,75.1457402365896,80.3005025751024,84.4656117717273,87.7696790408471,88.2219882495118,90.933235823459,94.0430597499605,95.1701546600643,94.6899966738697,90.3109644259863,87.7011258123708,89.2162770755098,91.2541216636972,92.2125809011716,92.2625904497148,100,100.727822429646,101.830713561101,102.92610690083,106.602458823523,104.933833377546,105.623923624875
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Iceland,ISL,0.02999778271261,0.0339823058271835,0.0377705964813758,0.0408774500515751,0.0474920415725296,0.0533398157876416,0.0589083710898441,0.0605361282365846,0.0688375017049892,0.0832065600267567,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.2026734986843,39.1498290642595,40.2280547115328,42.1246485631958,43.5985450998144,45.3532964398795,49.3007338817342,52.1957409347527,52.4524725951185,53.8555832311972,55.506720610748,60.2895596081403,62.9019940283818,70.5353280648314,78.1564646618537,83.1341361514238,85.7085256579295,88.6576534330065,90.5412223733281,94.2911246704179,100,102.260860866933,103.21903782808,105.948960833314,110.703679233628,114.699551718524,121.577649348129
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Italy,ITA,2.96923982235592,3.05184879180374,3.2286646682427,3.50174060253247,3.7289968420813,3.88550433845453,3.9722441929953,4.08248425671424,4.15329295100224,4.32155600027459,4.79515839497003,5.13939504760007,5.42889585775398,6.12046291037439,7.35963510211587,8.60952850645784,10.1122593692258,11.9807174921362,13.6514253849196,15.7607108985768,19.0414280656467,22.6187842063906,26.5863338884535,30.6000033364618,33.8931283604784,37.0027016858135,39.7736186156437,42.1637278309241,44.9677854909211,47.7546136077301,52.0114901711646,55.9546521940305,58.3988160217959,60.6681658980901,62.817319644298,65.9112262213569,68.8822559511206,70.6507215561358,72.3481911079763,73.4595522525397,74.7762397729572,77.0446458199659,79.5673509246782,82.0719783056347,84.2634508770757,85.9576163462017,87.7840901220716,89.9602531214569,92.1199320167365,93.6664773251959,94.0752008691485,95.5871558446927,97.0661772838933,98.1801185952782,99.0767399493526,100,101.134350020373,101.868932515805,102.95702722981,103.922881655243,105.600996805621,106.169861373607
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.467866068484,41.0023775433803,43.4163245220569,45.5106519950775,46.1896018772061,47.8608466417364,48.9628429953727,51.4466051978032,54.0282510871078,57.8438885991786,64.3218319416368,72.3193213075686,86.8285088231734,96.9546643556839,87.5949753883579,87.2790667769076,92.9726650907349,96.3512913459492,98.007010714248,99.8844212649991,100,100.863392494557,103.836721453537,107.877253841553,110.676500667191,111.750870223473,119.440941323262
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.0695700991724,57.198235345776,63.7466834954856,65.883113451685,65.0550337400648,65.8997982994768,65.68772576224,65.8970440407716,65.3609752095379,67.1138240191995,71.734683682734,76.5664343853841,83.1163755700724,91.1862347150644,88.1807010625741,90.4147447156695,95.2518904282781,97.8563185701156,99.1101831163818,99.9363577377023,100,101.576252772135,105.886571773001,109.621375693626,112.586038446754,114.593811375667,122.051637513269
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Luxembourg,LUX,12.0815438841109,11.639527242492,12.0928481476662,12.4732834655899,13.2010152572143,13.5703051296589,14.1040249915904,14.1648087112525,14.8754079796383,15.6627653771736,16.6437645387369,16.5082497555605,17.4638792694592,19.5948695589266,22.922216487335,22.7261630092928,25.5023215686226,25.8012592821132,27.1248617346032,28.8484873862156,31.1336778633574,33.3697061734538,36.9774295535454,39.4988050715442,41.2397117456294,42.5150446899689,42.4794267949865,42.5062052421263,43.6863587059268,45.4429796000658,46.5851409800993,47.4343143049531,49.2031738347002,52.1419635136399,53.9890286071169,55.2480904268949,57.3384338795562,58.8404392023234,57.6444799384787,60.3910202778131,63.1741241553948,63.6732466838096,64.6056847881087,66.0179499298584,68.0759450409665,71.3553860640164,75.9611444865529,77.3986943640191,82.5147212855659,83.2331669824209,87.1021928832616,90.1067496489273,93.0496156548148,95.1674476991811,97.8289978034843,100,98.8923830735954,101.011551903111,103.144248298603,104.582290218393,109.491922795072,116.259938757514
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Netherlands,NLD,14.3224945585247,15.0764390050704,15.1908260035731,15.9047143637488,17.2849236874112,17.8677367829636,18.9368150248281,19.7336039905354,20.5617567380296,23.6383135353995,24.9726718661841,27.1677773802238,29.3851081414989,31.8772594365908,35.9880403437642,38.9014118248338,42.39990729168,44.6660351376851,47.0489184657044,49.2936507228475,52.3623635953731,55.7083670181609,58.2841296461192,59.0937386301209,60.4570952540978,60.9805831518863,61.10967927081,60.4694731879117,60.9651039956958,61.786955360928,62.7506782061062,64.7066479329925,66.3215581242313,67.3810507371062,68.7709422676508,70.1908033006204,70.920952186834,72.7952453642463,74.3099205491925,75.263591773841,77.8378849531376,81.0952874954419,84.1530188250056,85.9793743862332,87.0146009594895,88.74509509539,91.0179513915191,92.9040305955358,95.0466999422393,95.2564695398748,96.1522744598663,96.338475345887,97.7316352541908,98.9825875333623,99.2331973221659,100,100.454667288773,101.721106469914,104.200142141613,107.360255064161,109.43077490003,112.193706596195
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Norway,NOR,6.81037953681636,6.99069286431986,7.32389880884461,7.57237661119693,7.92995428457785,8.30858064586741,8.63901968775072,8.89516449853368,9.28867562179891,9.6783855020905,10.9966420174327,11.6987035548496,12.3441758550157,13.4162157696915,14.9417943785571,16.2693889452717,17.5450257826954,18.9784018558583,20.1666163647865,21.3165600311826,24.1145847933987,27.2203562234704,30.0811985905936,32.1755606932611,34.1736758937017,35.9500127844541,35.752013501782,38.3337881964236,40.2000790582264,42.4561395099991,44.0743337802326,45.0491066719503,44.7609280141633,45.7871438435722,45.7157545693183,47.1153215857048,49.1231469457791,50.4915822294263,50.1417375785635,53.4841709649039,61.7152386727532,62.74813557364,61.7238825533887,63.4922948640786,67.198418913938,73.0799316055509,79.4841513483117,81.8342973980698,90.3499092719996,85.6391370921045,90.7502619399807,96.8456902763935,100.083164786483,102.640485392928,102.938762721441,100,98.5257461744389,102.41860141312,109.231085570549,108.714861618646,104.796120108729,122.518558747873
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.53599718391625,13.2526473432847,18.3715442631745,24.0010991651926,32.9376767838075,42.1396889288366,49.7047501222775,56.4976723368095,62.724703864612,66.5913742091084,70.6690056734763,72.8737147647158,74.2220390513414,74.798028582377,78.4755693970081,80.4839126428638,81.8750167473731,84.9183823639831,88.2253915879282,91.565209324799,92.9966947314096,95.8945311439145,98.0274630726767,98.2427952314343,98.7000775995111,100,100.087276388011,101.85092058039,103.103321212121,106.229967214119,110.750093686501,116.345748817675
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Portugal,PRT,1.44510847801378,1.46551002563028,1.47542707193286,1.48380458362834,1.5136051672124,1.57221437289998,1.65496380718613,1.72011410168437,1.74888832598419,1.87825707706559,1.94047928054663,2.03782714096887,2.19687152681019,2.40483346539719,2.85851132885542,3.32245856977723,3.86315982984358,4.88303599242205,5.97431012472542,7.13556164165916,8.62711051078244,10.1462516012063,12.2455443952722,15.2585925503461,19.023760276682,23.1584913366201,27.8946642332406,30.7111284442888,34.1401454631718,37.7295737128824,42.6889949671711,46.9946860885227,52.373712808954,56.2370230962745,60.3297442280555,62.3982202334586,63.8901526383479,66.3724177266047,68.9111848498567,71.2338553389845,73.6702446165027,76.4078182489106,79.6091390256281,82.3374666028656,84.3132485271704,87.1233275085976,89.8978070393191,92.5644865865038,94.1730021520957,95.2071496626764,95.8186564916917,95.5646188167092,95.193640444889,97.3342168978721,98.020030256249,100,101.716662546871,103.254527340757,105.126528567437,106.965666976287,109.108696909355,110.634900390639
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0346449468482639,0.102203971583823,0.30646770046035,1.00309555594965,2.39762979877799,3.45099184387692,4.96950707283173,11.6951584068597,17.3245667418802,25.9041188970036,37.0897218583866,51.1676136710353,62.7899631065695,77.327883674716,89.2801421545018,100,110.606579357102,128.10036754771,148.616384250316,154.690006290813,163.832650263076,170.348181952419,176.826682051429,179.284019667787,182.350250239498,188.303537828593,193.239513625645,202.228955115994,214.79196910768,229.409260607483,238.836410188211,251.773217947011
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.6385733305824,43.5018770565725,49.3522210974896,54.233684135382,56.6950569266351,59.4100518261439,62.2934098635476,66.7879121118428,73.1257729221478,76.8709002536824,79.8979398769046,84.1527311026192,88.9820273868025,91.2449337678211,93.8901919331207,94.9375780223054,97.6509651667098,96.5170203928972,97.0311630216514,98.6582119057488,99.9016680952591,100.410546332587,100.216974284798,100,99.4877041441055,100.69727762903,102.746253544415,105.309046632778,107.805563743648,110.374908424199
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.3542056783644,49.4338518183942,53.6015376031386,57.5830766211576,61.3440689286497,64.7580305552331,70.375931172248,75.7116136743152,79.982090180317,82.6702419177211,83.9273050749424,85.7914067928993,89.375329534275,93.366490198016,96.5406529234182,95.5469427161486,96.5406452592414,97.0031176797686,98.5555128307135,99.0049571282187,100,100.874115426326,102.350977059698,104.513235075482,106.877331336363,108.223371622597,111.044849464852
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Spain,ESP,2.55180988965042,2.61474746730304,2.77413833176393,2.99177987831033,3.17889535407103,3.47023687412062,3.75388513018949,4.07438129750031,4.31522327712967,4.53673450369852,4.94806893421519,5.33629561828529,5.79083718031367,6.47702790737475,7.50979728667721,8.77007507672106,10.2162535798997,12.6051273169333,15.2056964236724,17.7802688013344,20.1547929816875,22.6441502584149,25.7197519770434,28.77635042977,31.9028241978425,34.6450249084432,38.4139937082586,40.6973975627768,43.1132465108245,46.0864197055984,49.4628264532839,52.8931425491684,56.4426803145405,59.0036208957807,61.2928681131749,64.3165248622102,66.5419353083599,68.1096537250787,69.8577572613404,71.6329198095795,74.0181203299591,77.058956736625,80.2065643903279,83.3614922786302,86.5977729793128,90.1491408507114,93.7367400756002,96.9391590258306,99.1244848531413,99.267001417539,99.419355795413,99.3997310750364,99.2858112642884,99.6806475335149,99.4576393296726,100,100.322098012139,101.625494580811,102.89129338564,104.380499194213,105.659751460869,108.090955176237
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Sweden,SWE,7.84581142447851,8.07627264206635,8.40096032938201,8.63298661015994,9.01271131317369,9.55285573086499,10.1783748784221,10.6883358432333,10.943949363993,11.3180366028463,11.910568378945,12.7574441209657,13.6470417607623,14.606943361179,15.9884895229481,18.3088033738268,20.4910234782506,22.6486399970522,24.8113738078264,26.7821929094147,29.9201311858055,32.5433314663424,35.1743313902739,38.6756061222784,41.6288684598012,44.2949922398915,47.0956419505967,49.3190033012909,52.5598568152466,56.7250503538572,62.0990799073694,67.2202599456769,67.9027749684118,69.4049684296565,71.2011983821197,73.9149547328453,74.6607999450472,75.7997638557054,76.4159853820027,77.1020974754231,78.2630781005494,80.2067596191179,81.4480710305861,82.8328832530297,83.1087348927927,83.6791791627471,85.1497685136566,87.5560100586049,90.3886529857566,92.5208355313202,93.3975309739023,94.414031781971,95.3595146890531,96.2438747196212,97.9228792303374,100,101.525609913981,103.693335826407,106.178782478357,108.883023855806,111.054201359134,114.359344403972
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.4346905008051,59.629519027763,64.0111205419111,65.5261894210902,67.9897369298098,69.5336008687848,71.6436631813322,73.2151543154712,75.2580316308681,77.8608009187432,81.5341318229775,85.9443984260095,87.7704032326206,89.8084530540351,90.8721328192312,91.5425489860064,91.7988886841797,91.3614822760958,91.1885723943219,91.228486140468,92.4758400072471,93.3769091673089,93.1439674884702,94.2428420527455,94.5223920310587,95.3963822618684,97.4476505884653,99.7640410045656,101.210547779064,101.67363054717,101.991601176268,101.970740919032,102.035716943489,101.947106432709,101.281265613495,100,99.416708408416,99.0509849418118,99.8080209194182,99.7043252183795,98.9653636310973,100.014260809608
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,United Kingdom,GBR,5.11285909549597,5.28607235681164,5.4641709882093,5.55100475413454,5.73667540038079,6.0576165283841,6.35902511955859,6.53508906535915,6.79403913443319,7.20424170026596,7.56611778984866,8.17031953898208,8.75762268766458,9.49456599546232,10.9243728793278,13.7396633030339,15.8162165460629,17.9846979884567,20.0453032115003,22.8649840829188,27.3702535791726,30.5367901632708,32.8022459080724,34.482642476353,36.2171357555229,38.2133148641642,39.8699981395309,42.0391449480675,44.6174785326993,48.1582601862473,51.9561256011996,55.291234181375,57.1274446471271,58.6887630049278,59.506663411787,66.4393365034305,69.6419545539295,69.8545442440452,70.9374241045477,71.9506252132058,72.8945941116047,74.2180656205319,75.8679103752604,77.7788209483541,79.842482056245,82.246434928284,84.717256690012,86.6913144954835,89.5745077173531,91.284779439674,92.5933644470152,94.5602434007533,95.9562367587084,98.039721917447,99.2924704892535,100,101.878609518208,103.703422726442,105.505635647585,107.735406291823,114.127506118352,114.548926980147
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,28.4542543594768,28.6344246816931,28.2841441456596,30.7411249817514,31.7751691698106,33.4793488860621,35.1622572832674,36.8924252773962,38.4252989212387,40.8101582216571,45.8675848712015,49.4362386913196,51.1376814999234,50.981463997285,50.8914064865534,51.2153372018005,53.0169421398549,54.6347381701743,55.6507046278319,56.8455466142446,58.6367781187151,60.6016225977156,62.7556578366738,64.54702180376,66.8460215248621,67.7875997748288,69.0835031297654,72.9625743937902,74.2785176896225,76.4596258421178,73.0094645575485,76.4407460737367,77.3923405922492,75.6579979295417,76.9136788684742,78.0585730951623,79.8551581436595,81.6789155181899,84.3172153308968,86.0201459412662,88.7439292735961,89.742227290989,91.6678076650195,93.753540407855,95.9508354896715,100,101.997155214955,104.160923951918,106.441541368828,108.972787638079,110.626073565125,112.628978680639
GDP (current LCU),NY.GDP.MKTP.CN,Austria,AUT,12456853504,13815504896,14655121408,15822951424,17326626816,18883733504,20572207104,21879263232,23506483200,25664612352,29047294000,32427439000,37057943000,41997559000,47801145000,50702938000,56006921000,61911611000,65483749000,71830084000,77151790000,82215016000,88359974000,94146775000,98857490000,104329954000,109880625000,114085965000,119645441000,127981232000,137548696000,147464360000,155789392000,160927978000,168954605000,176608750000,182540880000,188723760000,196346610000,203850580000,213606480000,220525080000,226735220000,231862460000,242348260000,254075030000,267824450000,283977970000,293761910000,288044020000,295896640000,310128660000,318653040000,323910200000,333146070000,344269230000,357607950000,369361870000,385274090000,397169540000,381042480000,406148670000
GDP (current LCU),NY.GDP.MKTP.CN,Belgium,BEL,14450609152,15369578496,16440317952,17674829824,19782035456,21531359232,23118405632,24779487232,26495297536,29388689408,33102330000,36266123000,40599196000,46130061000,54105540000,59878805000,68055986000,73603256000,79043163000,84538074000,91938570000,96393509000,104307846000,110506023000,119389867000,126978258000,132908805000,138264521000,147935633000,160411128000,170096820000,178197561000,187120977000,192721412000,203106897000,210489100000,214287100000,224101500000,232623800000,242307600000,256376400000,264334900000,273255900000,281200200000,296819700000,310037600000,325151500000,343618900000,351743100000,346472800000,363140100000,375967800000,386174700000,392880000000,403003300000,416701400000,430085300000,445050100000,460050800000,478645000000,459826300000,502311600000
GDP (current LCU),NY.GDP.MKTP.CN,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25791000,27818000,29013000,29814600,31670900,32595300,34423800,36531300,38345100,39579200,45390600,135700000,200800000,298900000,525600000,1275677000,2187139000,19032357000,26460038000,25042936000,28124880000,30986688000,34068712000,36637911000,41201297000,47017240000,53608436000,63494488000,72847049000,73181465000,74877677000,81124446000,82645905000,82241820000,84150301000,89599755000,95390491000,102740641000,109964381000,120396034000,120553384000,139012330000
GDP (current LCU),NY.GDP.MKTP.CN,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,118443780129.434,130446137298.81,148036650277.123,163740862389.736,168042997433.695,180518158432.55,194020638258.568,213206585088.439,234827475660.214,253523526013.574,272683858218.618,297231338445.366,325315866010.004,350108005888.346,334602708115.497,333575814179.57,338845669247.57,335627494166.847,336770863045.947,335830709626.114,344580267512.789,356616833602.747,373079572059.897,391289016569.294,412769886405.17,380123079886.786,438560064428.747
