Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population, total",SP.POP.TOTL,Malta,MLT,326550,325250,323900,322550,321250,318800,315200,311550,307900,304300,302650,302700,302450,302200,301996,304222,305774,306970,310182,313342,316645,318982,325898,330524,330593,336452,342121,344485,347325,350722,354170,363845,367618,371308,374797,377419,379905,382791,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,504062,515332,518536
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Austria,AUT,84930957865.7421,89634416745.9454,92008541234.9355,95816100869.1366,101684217823.965,105223006468.235,111160594895.654,114504358722.384,119625351794,127132879969.536,135169130645.024,142082989214.129,150903303811.962,158283132276.333,164522871893.839,163924443911.638,171429635128.008,180138227325.32,179758759493.059,189387896783.516,192667120935.942,192389112509.963,196258547592.121,202093486979.047,202197109935.467,207249365643.959,212018988476.745,214896442478.295,221979171128.378,230607667590.116,240629049863.283,248910606082.174,254121610895.057,255460346929.86,261596808649.455,268576168421.57,274886456416.226,280641477589.641,290692443914.523,301030430129.082,311192381028.414,315135711888.113,320340348097.004,323356259321.687,332200441760.824,339655236682.676,351387070656.34,364484726093.492,369807747327.812,355886045571.664,362424005611.476,373016924602.914,375555101767.152,375650886015,378134963330.691,381971148530.543,389570224508.691,398368950204.699,408030932405.258,414222347188.812,387488567518.429,405145843845.507
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Belgium,BEL,107409842457.407,112757158826.444,118634065901.415,123796527265.888,132408661378.724,137123283408.933,141450750228.824,146922273105.169,153084383687.119,163233571843.436,172346670831.88,179216111161.922,188706688044.546,200749386449.419,209914113819.734,205787325003.57,217419959648.709,218781345279.661,224998884653.738,230266272692.697,240499429910.323,239827755215.623,241254698634.742,242007033807.079,247975853676.465,252071901218.968,256666571621.109,262586995647.719,274989527944.74,284529373856.785,293456205020.658,298835475229.994,303409615205.607,300491199097.648,310187964527.328,317585194591.875,321781927100.664,333989231728.476,340541460104.062,352605970422.851,365711203833.047,369732633305.117,376043542626.992,379946808976.211,393515485920.82,402651880769.961,412928965821.953,428111873071.133,430025228051.015,421335523091.64,433403805754.258,440747893479.883,444005978083.203,446045040873.594,453086009677.5,462335574841.484,468191916732.07,475774660680.469,484305039588.75,495157628977.109,468610314043.125,497354242597.969
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30380970883.0197,31869687630.9227,32613706392.5414,33732456291.6572,34878160151.893,35814094911.0179,37321009485.9442,39580615170.0295,43912591617.547,42467919140.2176,38595958807.5266,35336392994.7858,32766593402.8565,32281577420.0861,32868460156.4271,33808903309.907,35568789956.9259,30548119474.0422,31705624574.9263,29043591589.2088,30375886420.3129,31537370210.8365,33389222965.314,35137868397.1888,37425493085.4681,40066366470.1882,42791916798.9118,45639456472.4552,48436954205.3956,46815700521.4237,47537505667.6491,48536366470.1882,48902782248.9232,48628685105.4183,49098860802.5391,50781996712.7635,52325680684.652,53771005440.9431,55214628202.2217,57444273407.3906,55170276014.5092,59382311267.2863
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33385967318.1909,35473654592.7596,37663510304.5764,38539242872.9482,38251680949.4394,39347234700.2683,40557054995.0861,42894575114.8145,45281116004.8261,47162158847.9233,49172617036.5257,51575652378.8411,54155008740.8506,55239118376.5197,51265522910.4937,50638145959.7853,50594286347.9332,49414598778.6684,49218013834.1149,49006691081.5331,50242783066.1173,52031104329.2995,53806649022.2,55313599034.9693,57205880317.0277,52297419557.6084,59133845410.8868
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3097682698.58944,3725468125.32601,4335029255.37941,4672181966.39618,5134988192.74232,5430416628.87327,5567100130.7611,5902334699.54837,6231813747.13494,6777589413.24631,7108507979.7653,7371803581.61033,7892639994.10809,8575099040.45775,9256598650.96646,9941957169.41105,10015478062.1854,10956932901.5103,11033631485.3066,11684615599.6068,12661737992.4921,12819830120.3242,13158388326.7677,13962477271.716,14660316359.7542,15534849723.7574,16148874064.021,16750089620.4754,17189492397.0771,18053495404.0465,18929632228.9624,19821942659.2698,20832478864.6768,21592200201.848,21157060718.6854,21640191720.2454,21730369161.045,20981240451.2344,19599104959.2463,19251012720.9963,19909190058.804,21217936634.8601,22434461969.0365,23701528569.0948,25012087656.4461,23918440580.3503,25506368382.3966
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120142052583.973,106187622460.491,105649737161.441,105715138858.682,108790719365.821,115863001168.759,120805040906.55,120178870877.585,119750353168.352,121407876416.485,126265440317.089,130107668072.565,132150170232.227,136886020631.13,143476070938.564,152947812388.841,163297687890.645,172393922455.409,177025133390.924,168780486813.354,172890126530.82,175933614512.933,174552528075.614,174472402052.95,178419147314.396,188033050459.881,192803983942.274,202769490319.63,209298846486.102,215640347578.637,203773728339.855,210995924589.664
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Denmark,DNK,82924593126.7102,88214214003.3142,93213156641.943,93806944242.8225,102502790015.059,107172053291.778,110109542934.509,116199008072.377,122651627971.639,130635327084.435,132721366598.942,136709637791.281,142081486258.605,147896804897.978,146236819663.335,144106668435.121,152644421028.959,155499315943.771,158961210494.935,165111596943.141,164314130489.675,163219594375.45,169233539427.689,173626963822.703,180860502606.804,188101708262.83,197326551524.823,197828286475.179,197801379443.834,199077569084.282,202014449528.001,204829791576.421,208838324345.416,208860644214.547,219998060186.398,226658693444.805,233232021689.227,240837461729.208,246179618941.138,253437048662.499,262932986641.725,265097327404.035,266333597050.533,267372454034.624,274506537368.942,280920770514.868,291913222677.846,294567411335.295,293059176864.39,278680088475.415,283894168259.757,287689202382.588,288340817827.024,291032020819.874,295744975353.148,302673070846.857,312497708532.463,321315569939.823,327708263102.566,332602543274.049,325968427772.869,341796501447.231
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10254019388.509,10760877052.8203,12165173094.8168,12693120380.1531,12639171425.3594,13914164835.0824,14749525966.5371,15748270637.7266,16945180968.259,18098132398.0648,19822237764.1937,21757994918.8512,23407063928.1871,22205813183.2266,18957312552.2555,19420679530.2801,20831219910.825,21503693454.807,21817309477.984,22474308645.6805,22890762090.1508,23613094924.4117,24980775931.5047,25926098666.5234,26895658710.6379,26747463292.8629,28890861346.9492
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Finland,FIN,50609868256.8301,54458581967.7417,56082507221.7539,57924873462.1891,60959376045.0995,64191965073.93,65715126795.1658,67140375445.5167,68686812988.0757,75276136628.2294,78899731715.7179,80759336343.6144,87006463097.9461,93082844694.5136,96095501717.889,97829927772.9265,98166836909.7293,98401957114.9203,101275006350.294,108487737735.285,114334193866.016,115838693345.703,119439062675.781,123161478423.828,127149067752.734,131661456678.906,135289563831.25,140125930521.484,147436510957.812,154936818098.437,155975322164.062,146794102994.141,141957736303.906,141017978885.547,146606595315.625,152788801142.187,158391841239.844,168424056796.875,177615261582.812,185394056458.984,196097527314.844,201215710279.297,204650762188.672,208751521832.422,217085073153.906,223119713766.016,232105658667.187,244405718572.656,246321847334.766,226432719257.422,233646772072.266,239599308730.469,236250798826.562,234120534076.562,233266209150.781,234534382384.766,241128217493.75,248826017928.906,251661932877.344,254744159687.5,249126695922.266,256533803980.078
GDP (constant 2015 US$),NY.GDP.MKTP.KD,France,FRA,521063228394.417,547012759973.19,584447414017.366,620879995295.485,662181550405.328,694373557438.493,730840925163.32,766806695424.451,801246352672.883,858210764567.69,910636112294.556,959052047239.664,1002318472123.85,1065911376205.15,1111755362632.65,1101083792491.43,1149055358647.74,1188862221373.28,1236161624649.22,1280045228283.46,1300253881649.64,1314153853595.82,1347078619777.78,1363794045035.68,1384438090121.85,1406904493488.19,1439787739478.76,1476673666392.57,1546714398124.5,1613901522615.43,1661090955411.7,1678502109603.77,1705347110174.84,1694626166709.98,1734591250411.78,1771133801947.67,1796159810500.7,1838123429815.53,1904087419529.25,1969233367607.74,2046499571261.18,2087096421588.52,2110796058518.4,2128171303325.76,2188393293109.35,2224791087607.91,2279283420792.28,2334550031985.42,2340501872979.04,2273251909006.52,2317567536989.14,2368384855035.17,2375801091055.54,2389493466482.81,2412341398046.84,2439188643162.5,2465909086487.94,2522413420333.78,2569458097202.24,2616812485718.01,2413104454442.24,2577595870536.12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,..,..,..,..,..,..,..,..,..,..,1398784449060.79,1442604165833.27,1504641069065.52,1576525098914.39,1590557256007.34,1576771277634.57,1654809762173.58,1710199854384.86,1761651094839.98,1834766016070.68,1860614725103.57,1870461852829.7,1863076506757.72,1892371711215.94,1945792376994.39,1991089163868.88,2036632127244.51,2065188797761.24,2141750213307.76,2225204617485.91,2342139255489.1,2461781853866.62,2509123803633.37,2484613432320.15,2544042703990.73,2583326450250.06,2604143486148.1,2650813925428.06,2704199536146.72,2755234843518.92,2835481139992.39,2883158861645.24,2877450961484.29,2857305447168.18,2890881304361.69,2912034089955.56,3023170179485.12,3113153483420.82,3143035994104.02,2964076668605.51,3087971590525.68,3209180426118.17,3222610768995.58,3236712633454.9,3308229204839.04,3357585719351.56,3432459876455.05,3524457734041.38,3559040862512.65,3596645827007.44,3463685430302.1,3554676005515.55
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Greece,GRC,41914771900.3132,47449131818.6243,47622231251.791,53263021526.9891,58274899620.4631,64549946933.8335,68742144752.4872,72639470658.7383,77872213935.7845,86877097667.2429,94318336116.7917,101714003987.189,112048301071.386,121115674233.114,113317955505.08,120532692889.377,128791469699.11,132579229099.338,142187064851.808,146853758173.731,147848150225.85,145551002532.458,143902422818.307,142350258664.839,145212324832.108,148856511045.263,149627081061.957,146247209666.684,152518087763.465,158313775912.859,158313775912.859,163221502034.167,164364052890.136,161734227742.107,164968912718.564,168432797539.427,173253561149.881,181022595641.154,188073253821.134,193851986394.534,201450539792.111,209773694977.81,218002847793.364,230635091420.234,242307515416.657,243759281967.678,257537613577.613,265968743229.289,265077289564.136,253677021313.194,239780041723.274,215444010389.589,200176146628.861,195139720340.78,196067992081.695,195683527003.375,194730209118.466,196856953384.064,200141371166.33,203912718651.88,185552328472.832,201202601384.494
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,713409403.463132,806586745.176455,856411814.94172,914699280.062503,966894344.267381,973142803.642582,1031134412.38761,1122104341.22029,1189618186.16532,1247440737.5017,1355668774.06849,1364687761.36282,1304373190.78895,1349468198.15303,1279570934.37709,1326357012.19696,1420492850.11948,1498845418.90699,1582834881.34466,1688244482.92505,1490390113.89542,1488699048.74781,1412601218.99183,1341576581.37848,1421056539.22956,1474043154.51535,1496590669.3289,1518574484.4858,1636385215.77379,1658932713.12615,1776743426.95294,1799290924.3053,1781816619.09558,1860751909.98913,1989266282.03924,2088480774.15728,2204510394.03133,2256370133.83959,2395500910.53732,2416244806.46062,2458186589.29546,2445981216.18907,2480082923.88117,2447884486.10122,2563966489.55083,2499115623.00272,2616123069.62063,2617502503.77714,2633811256.96937,2693633300.26335,2703236955.7834,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78733089074.8481,76320565233.1898,75880875956.0739,78117202649.1726,79280778283.9448,79346116187.6974,81840061575.3627,85031827660.5837,87643177933.1084,91568886542.0243,95299483590.3448,99817905184.6813,103884735932.983,109083772922.95,113768132959.824,118257499574.879,118585513679.933,119776044677.938,111873380290.514,113077422068.682,115188393760.125,113748278485.318,115798616344.321,120699456740.623,125174166987.372,127929252772.234,133394359768.376,140547408554.321,147374909829.683,140673383870.477,150685552164.535
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,35933395673.5441,37180244069.7707,39593170542.8121,41462533336.5816,43228932224.5883,45674239831.3426,46311307709.4719,50114068833.4933,53715630889.9289,55366331992.7269,57071243895.3609,58968985809.8468,60315523939.2961,60168171751.3179,62788118906.0824,64725518139.8179,64448278606.273,67453560697.4644,70972892315.5242,75099199603.0937,81457494001.5015,83029329818.521,85805227886.166,88115627601.5234,93187410736.8906,102165479206.052,109704907771.2,121796324887.1,132473139695.762,146422410628.217,160191278093.194,168690740424.778,178642424207.669,184026417613.381,196518388854.028,207798116295.995,218162781857.521,229747483326.76,219445444220.344,208262981116.422,211767987813.551,213533773140.929,213521939076.437,215925533436.556,234601689874.762,291775166506.891,297630084892.439,324432693194.991,352098825394.701,371256301839.016,394216789047.752,447783940484.606
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9144289754.98199,9561920769.22616,10113797776.4047,10858456575.5095,11296586994.517,11859726687.7669,12335716528.3788,12404737216.2574,12670532078.9946,13659137611.5282,14495683157.7376,15411374460.634,16714384610.1713,17083688339.561,15774426999.3488,15327572988.2618,15610486135.6369,15776524980.7745,16494745020.423,16773046835.507,17517210519.0912,18621440660.0019,19402600566.9271,20351154562.7013,20842727765.4037,19416606631.8892,20271528517.8067
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Italy,ITA,486316973419.168,526230203348.461,558875685767.946,590227091475.817,606739888265.99,626568291731.05,664067114671.487,711737919344.99,758317996474.787,804560682857.145,846950515068.323,862348989577.022,894173856797.556,957891454594.579,1010576836194.79,989454133933.442,1059956551731.36,1087096748192.61,1122320202071.85,1189201052186.41,1229990843476.89,1240374765744.15,1245504778335.04,1260067263727.99,1300715172729.04,1337110298849.1,1375351277184.77,1419251948455.8,1478780730118.51,1528887491700.11,1559247756414.99,1583235965443.08,1596444514474.62,1582829943638.81,1616876989876.23,1663553589171.76,1684627233211.13,1715459486928.71,1746519856496.6,1774913511831.87,1842128690356.25,1878075465645.74,1882844706806.09,1885454835881.29,1912296060780,1927935754486.25,1962458137126.76,1991641321835,1972481476580.66,1868315968357.23,1900325748105.62,1913767385824.26,1856719783429.57,1822536356977.15,1822453476364.22,1836637711060.55,1860393935366.87,1891422683817.38,1908933681964.96,1918157617381.17,1744757062415.98,1862306180833.87
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12350288663.5402,12669916027.5586,13789545456.7203,14663242477.5719,15067386986.0336,15922572893.818,16929438089.8539,18129418442.5547,19656434376.8445,21284802094.6672,23566610772.3461,26387966692.6328,29011437660.3379,28068821027.2594,24066167841.8371,22993883546.7441,23585679970.3973,25246641848.4078,25753586054.7246,26243463733.7578,27263090547.0617,27908848130.1504,28833322008.4414,29984306271.8922,30754814155.864,30077290109.2039,31300856486.9336
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17913320835.8734,18837373099.266,20402932401.8633,21928206400.9148,21677880321.5578,22478991899.5918,23945995391.1406,25562688814.3281,28263631519.6211,30120407999.1594,32449428669.3601,34855268683.5691,38726810730.7062,39739293390.5074,33842535273.8547,34401356974.3984,36478857729.3719,37881055682.4922,39225860752.8062,40613283322.7621,41435533340.3883,42479223269.264,44298437189.8902,46067411257.316,48198076541.4695,48187587206.6015,51069702271.8047
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Luxembourg,LUX,8012571678.81295,8319451821.72885,8432486355.97602,8722488714.41119,9408584745.44475,9339437894.4444,9442723122.19028,9463188412.64762,9859116143.3396,10842351790.7828,12045251394.0336,12366526384.6945,13182494340.334,14278311403.8371,14879781670.3836,13901975726.466,14254298216.3453,14478058119.0492,15068034941.5617,15421472491.8961,15551149030.0137,15465469116.0609,15640430422.8094,16107934774.4031,17104522552.5332,17582030272.3488,19337409478.3258,20101425602.3746,21802666126.8535,23938905603.7695,25212438894.5285,27391849518.0187,27890285979.4902,29061859473.6523,30172289931.4379,30604417464.514,31032290015.6547,32714188401.9113,34897700894.5582,37750651303.9183,40369840661.3785,41610952875.9605,42953079582.1566,44078183347.9207,45943524157.4617,47084244317.1613,49917169128.3586,53959794734.6914,53797820276.3277,52055333610.1398,54012829450.8633,54576884723.7121,55477349852.5629,57236975164.3722,58738350255.7597,60071584216.1375,63062062076.8293,63892707778.4988,64671765568.8058,66172102156.1277,65644422263.398,68993899662.5449
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Netherlands,NLD,163993138241.042,164477814504.597,175733865781.687,182103553317.144,197172447408.355,214214249225.001,220086085295.741,231706663055.4,246573273136.416,262426576171.671,278540044641.616,290564563677.776,300832750436.385,317210756181.547,328118739110.483,328125396187.827,342747679887.529,351386430467.402,360860676429.789,368129009943.781,373068985166.768,370145572922.263,365552967323.612,373119759805.182,384543489815.709,394465403148.719,405459058225.018,413289480955.017,427511676525.385,446408196647.337,465082446942.397,476426432932.937,484554605651.777,490648132551.043,505176677944.667,520918165020.581,539143748273.904,562483569063.842,588717336764.449,618353650975.274,644297559542.718,659290074379.866,660722537625.617,661750925152.705,674886321780.345,688727404110.835,712564183491.074,739448107993.38,755496534043.895,727793352989.741,737565720627.788,749006761258.435,741289340197.321,740324364660.471,750862107575.857,765572770634.375,782351934079.297,805125436190.089,824133764145.055,840250428566.882,807597591789.77,846872832523.287
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Norway,NOR,68523641465.0293,72822359398.0792,74871540640.0627,77705460710.6895,81598233089.8432,85911196479.135,89164235321.2583,94742420328.3691,96883481100.1873,101247705488.402,103215252660.949,109070042368.503,114884158313.527,120091763976.439,124802976128.965,130983403947.504,138613702593.779,144381068512.969,149967758602.873,156525038751.679,163669856360.442,166285749715.821,166677110674.796,173298873617.857,183787620130.206,193994006406.944,201835734215.149,205374723571.355,204850304846.543,206977245013.95,210976914332.954,217484964348.455,225258737211.946,231668078950.088,243379890461.92,253493520719.231,266239041025.111,280308690709.931,287665185491.371,293455492404.671,302860679962.798,309144404257.518,313615418001.447,316469649684.82,329031642037.821,337670104371.189,345773607522.992,356127064172.781,357823457683.166,351643773896.869,354111728841.583,357587103441.149,367253074299.886,371050738865.351,378358747545.727,385801550067.169,389935641211.119,398994977782.37,403459047225.38,406468037614.963,403552919293.169,419214549963.832
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,194797367584.792,181131204781.853,185686615838.017,192628157725.814,202823584833.838,217229871335.721,230514657116.328,245380554450.192,256767475792.546,268719724101.34,280975991510.811,284512269531.768,290304549675.023,300460538532.962,315432020161.825,326493699429.633,346511473670.248,370980501392.758,386561612946.014,397509749303.621,409175222178.008,429806605650.617,436448070035.814,440186496882.876,457076270062.343,477111287969.227,491202812044.038,516450722907.547,547154795065.659,571503117124.287,559958349913.782,598302692664.81
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Portugal,PRT,34854622961.68,36783792699.4194,39216837454.8965,41520317666.377,44140560026.7447,47437413392.1952,49371868148.1522,53096720114.8056,57809324411.4227,59035310549.5143,66481201352.3269,70890003936.0043,76572330934.3375,85148946573.3098,86122079248.932,82377809425.4785,88062068085.7543,92995831146.0664,95614562274.7027,101006207990.821,105641726219.543,107351119444.742,109643468494.882,109453660796.144,107395954860.652,110411030622.129,114983102465.714,122320627422.591,131481351670.397,139949591199.726,145478331657.148,151833125542.386,153487311625.174,150351141407.788,151801786241.278,158303123479.596,163850456044.527,171061297929.066,179285861799.304,186289802829.511,193398953419.572,197157995297.652,198677933649.212,196829193371.541,200349947385.126,201916379874.368,205197590054.868,210341031080.276,211012540457.556,204424561357.608,207976694614.767,204449067168.824,196153968235.59,194344164093.789,195883739714.001,199394066525.44,203420800578.641,210553436228.057,216552789892.193,222362381347.62,203905156212.017,215084035589.303
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116406391741.741,101368768753.562,92481537217.6712,93895426861.6787,97587341271.6169,103670459396.434,107721592103.075,102498104519.656,100417584766.001,100039351182.515,102501583178.018,107850255453.56,114000946517.052,116669876631.693,128836343224.921,134850614469.96,145677515540.567,156215546940.466,170755257687.594,161334016648.479,155039995458.707,162043286883.085,165162609237.768,165608488623.719,172432676151.367,177882417554.984,182965489563.723,197962267814.236,209897450635.31,217985143290.59,209968716122.827,220677389818.034
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35304372873.3847,35975624843.6742,38208103468.723,40440791791.7082,43117931007.4457,45673029352.7789,47534706550.7551,47484360184.3172,48038277837.8844,49601339626.9648,51838084329.0781,54688703651.855,57575655083.7484,61389156292.5511,66603045838.9495,73817506954.537,77932749070.0484,73681102330.2507,78629991379.8007,80730554469.7187,81795230834.9206,82312781984.4718,84532913950.0738,88900883130.8374,90629072613.9167,93291817009.4113,97051840806.3988,99497249378.8261,96139533846.4664,99037470565.4898
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26417686104.9211,27263846125.3402,28640614043.0074,29579844442.7437,31157238919.3453,32301448497.0859,33340444076.9215,34509226036.6508,35530788949.9488,37079644535.9777,38487919291.2,40699587892.4722,43540484553.7887,45068686557.3586,41666704789.2015,42226600498.2234,42590309918.8992,41466164772.2726,41039360682.0457,42175395368.8082,43107506024.3254,44483434040.7344,46625480708.1199,48702350150.2586,50383106847.7508,48205866431.4746,52164080297.0887
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Spain,ESP,189278929999.793,211687045841.934,232757184921.918,255093725552.564,268635402109.332,285433536189.66,306116222365.523,319402702365.753,340473762960.806,370799813989.341,386704096414.729,404683801625.874,437664502790.704,471751850974.362,498258576598.269,500960150616.396,517510829852.726,532200759443.856,539986873776.567,540211219502.078,552143016545.967,551411601239.184,558284735137.638,568167021108.246,578307026952.115,591732054153.262,610983001511.047,644874977788.821,677726999867.622,710441087303.86,737305660791.841,756077467226.836,763103054853.539,755231709959.596,773230356774.81,794552137824.609,815691686929.687,845892627812.5,883053543058.203,922707533769.14,971112252648.437,1009306124395.31,1036869753137.11,1067788548860.16,1101132739762.11,1141347034482.81,1188172916518.75,1231003442635.55,1241923268505.08,1195188366526.17,1197135561649.22,1187386271879.3,1152252436684.76,1136082395816.8,1151939554049.61,1196156971279.69,1232493518447.66,1269169576560.16,1298163367417.97,1323918490148.05,1173978918108.98,1238777799460.16
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Sweden,SWE,123686642725.624,130713643065.187,136280798857.2,143541749586.462,153332968452.576,159192599473.078,162521068848.464,167990534344.207,174102879451.687,182823823634.688,196150229232.739,198003155009.149,202534930030.788,210571477885.03,217305965722.135,222853488541.426,225211512171.391,221616554115.969,225498274547.564,234157416129.864,238138025327.291,239221149500.055,242208219499.103,246811722726.639,257250711527.949,262808288360.312,269881308726.533,278932704065.054,286070699812.652,293665324567.97,295881542676.808,292490814556.963,289102037155.611,283130298151.25,294257241961.393,305836832131.49,310667391570.025,320206516443.849,334013297425.391,348199457231.41,364795858131.684,370083569053.714,378214012929.902,386950040254.662,403731506887.751,415273396287.166,434636654376.703,449584772840.507,447559127029.566,428135998219.291,453619110971.171,468113753183.843,465359818585.788,470887249502.535,483402482698.498,505103781349.757,515562425649.407,528801679620.708,539113433181.757,549821281946.735,537888988025.757,565187309896.877
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,378450515821.263,384510779908.155,379475928483.878,381901081520.502,393390408753.116,407841982776.108,415422268041.126,422008696742.049,435840438498.306,454715790161.32,470515127240.656,466206071277.777,466002185360.324,465415099988.28,471324743945.934,473591186505.167,475823127148.128,486583035615.464,501326351582.974,509661911268.691,529837997852.025,538186453673.233,537792409245.141,537618172697.61,552143052382.242,567325324289.261,590436050103.238,613559744788.948,630788401993.241,616296829272.353,636285784211.754,647822333890.064,655461803595.119,667208623354.645,682887233860.616,694118186379.628,708477337578.722,718132463597.499,738674253452.249,747109782866.389,729361717205.744,760153301723.961
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United Kingdom,GBR,781539751882.685,802462500630.958,811312936981.779,850859444952.865,897943108490.366,917178635134.832,931606776041.736,957565762616.266,1009667714730.69,1029094699270.8,1099494179036.87,1138028343295.67,1187210145074.44,1264661936633.32,1233242624053.89,1215068950286.53,1250430691746.86,1281163158240.77,1335026594984.01,1385076962841.54,1356940956112.01,1346251737065.8,1373107994676.35,1431078641822.13,1463551322001.21,1524250868906.43,1572269961561.86,1657058366319.62,1752047807086.21,1797208638459.24,1810395755745.72,1790424889823.09,1797605961499.99,1842363311360.28,1913220774275.94,1961657209971.38,1999081845521.52,2086373375047.13,2152246177454.06,2217116394065.01,2307855285267.75,2357645605496.07,2399393975746.24,2474328328787.79,2532350622459.43,2599922287719.73,2656091147154.86,2724178993507.05,2719974378108.14,2597290325456.68,2660406373660.76,2688809162463.69,2727755400457.14,2777396821941.01,2866265260991.21,2934857946213.47,2998403672734.88,3071671779449.63,3124044429026.19,3174163743964.48,2824026234231.55,3036531677286.59
